company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,scheduled_departure_time,actual_departure_time
UA,3,15-08-2025,ORD,ZRH,2025-08-15 15:55:00+00:00,2025-08-16T07:45:00Z,2025-08-15 15:59:00+00:00,2025-08-16T07:53:00Z,167,B767-300,Mainline,1355,1324,145,15:55:00,15:59:00
UA,118,14-08-2025,ORD,EDI,2025-08-14 18:40:00+00:00,2025-08-15T08:25:00Z,2025-08-14 21:05:00+00:00,2025-08-15T10:26:00Z,176,B757-200,Mainline,0,76,75,18:40:00,21:05:00
UA,118,12-08-2025,ORD,EDI,2025-08-12 18:40:00+00:00,2025-08-13T08:25:00Z,2025-08-12 22:29:00+00:00,2025-08-13T12:05:00Z,176,B757-200,Mainline,247,93,75,18:40:00,22:29:00
UA,118,10-08-2025,ORD,EDI,2025-08-10 18:40:00+00:00,2025-08-11T08:25:00Z,2025-08-10 19:34:00+00:00,2025-08-11T09:15:00Z,176,B757-200,Mainline,90,108,75,18:40:00,19:34:00
UA,118,02-08-2025,ORD,EDI,2025-08-02 18:40:00+00:00,2025-08-03T08:25:00Z,2025-08-02 19:07:00+00:00,2025-08-03T08:34:00Z,176,B757-200,Mainline,90,97,75,18:40:00,19:07:00
UA,118,03-08-2025,ORD,EDI,2025-08-03 18:40:00+00:00,2025-08-04T08:25:00Z,2025-08-03 19:27:00+00:00,2025-08-04T08:25:00Z,176,B757-200,Mainline,90,101,75,18:40:00,19:27:00
UA,118,05-08-2025,ORD,EDI,2025-08-05 18:40:00+00:00,2025-08-06T08:25:00Z,2025-08-05 18:34:00+00:00,2025-08-06T08:23:00Z,176,B757-200,Mainline,90,97,75,18:40:00,18:34:00
UA,118,08-08-2025,ORD,EDI,2025-08-08 18:40:00+00:00,2025-08-09T08:25:00Z,2025-08-08 18:45:00+00:00,2025-08-09T08:28:00Z,176,B757-200,Mainline,90,129,75,18:40:00,18:45:00
UA,118,11-08-2025,ORD,EDI,2025-08-11 18:40:00+00:00,2025-08-12T08:25:00Z,2025-08-11 18:44:00+00:00,2025-08-12T08:16:00Z,176,B757-200,Mainline,90,116,75,18:40:00,18:44:00
UA,118,07-08-2025,ORD,EDI,2025-08-07 18:40:00+00:00,2025-08-08T08:25:00Z,2025-08-07 18:54:00+00:00,2025-08-08T08:22:00Z,176,B757-200,Mainline,90,117,75,18:40:00,18:54:00
UA,118,09-08-2025,ORD,EDI,2025-08-09 18:40:00+00:00,2025-08-10T08:25:00Z,2025-08-09 18:45:00+00:00,2025-08-10T08:34:00Z,176,B757-200,Mainline,275,204,122,18:40:00,18:45:00
UA,118,15-08-2025,ORD,EDI,2025-08-15 18:40:00+00:00,2025-08-16T08:25:00Z,2025-08-15 18:43:00+00:00,2025-08-16T08:40:00Z,176,B757-200,Mainline,290,286,122,18:40:00,18:43:00
UA,118,13-08-2025,ORD,EDI,2025-08-13 18:40:00+00:00,2025-08-14T08:25:00Z,2025-08-13 19:25:00+00:00,2025-08-14T09:04:00Z,176,B757-200,Mainline,90,86,75,18:40:00,19:25:00
UA,118,06-08-2025,ORD,EDI,2025-08-06 18:40:00+00:00,2025-08-07T08:25:00Z,2025-08-06 20:22:00+00:00,2025-08-07T10:05:00Z,176,B757-200,Mainline,90,215,75,18:40:00,20:22:00
UA,118,04-08-2025,ORD,EDI,2025-08-04 18:40:00+00:00,2025-08-05T08:25:00Z,2025-08-04 18:39:00+00:00,2025-08-05T08:07:00Z,176,B757-200,Mainline,90,92,75,18:40:00,18:39:00
UA,118,01-08-2025,ORD,EDI,2025-08-01 18:40:00+00:00,2025-08-02T08:25:00Z,2025-08-01 20:02:00+00:00,2025-08-02T09:02:00Z,176,B757-200,Mainline,90,142,75,18:40:00,20:02:00
UA,202,09-08-2025,ORD,OGG,2025-08-09 09:20:00+00:00,2025-08-09T13:14:00Z,2025-08-09 09:13:00+00:00,2025-08-09T12:58:00Z,243,B787-8,Mainline,910,832,150,09:20:00,09:13:00
UA,202,02-08-2025,ORD,OGG,2025-08-02 09:20:00+00:00,2025-08-02T13:14:00Z,2025-08-02 09:18:00+00:00,2025-08-02T13:29:00Z,257,B787-9,Mainline,920,845,155,09:20:00,09:18:00
UA,219,12-08-2025,ORD,HNL,2025-08-12 09:30:00+00:00,2025-08-12T13:30:00Z,2025-08-12 09:27:00+00:00,2025-08-12T13:02:00Z,318,B787-10,Mainline,191,181,88,09:30:00,09:27:00
UA,219,15-08-2025,ORD,HNL,2025-08-15 09:30:00+00:00,2025-08-15T13:30:00Z,2025-08-15 09:21:00+00:00,2025-08-15T13:53:00Z,318,B787-10,Mainline,191,206,88,09:30:00,09:21:00
UA,219,06-08-2025,ORD,HNL,2025-08-06 09:30:00+00:00,2025-08-06T13:30:00Z,2025-08-06 09:24:00+00:00,2025-08-06T13:05:00Z,318,B787-10,Mainline,165,188,155,09:30:00,09:24:00
UA,219,02-08-2025,ORD,HNL,2025-08-02 09:30:00+00:00,2025-08-02T13:30:00Z,2025-08-02 10:02:00+00:00,2025-08-02T13:57:00Z,318,B787-10,Mainline,165,173,155,09:30:00,10:02:00
UA,219,11-08-2025,ORD,HNL,2025-08-11 09:30:00+00:00,2025-08-11T13:30:00Z,2025-08-11 09:22:00+00:00,2025-08-11T13:45:00Z,318,B787-10,Mainline,191,193,88,09:30:00,09:22:00
UA,219,09-08-2025,ORD,HNL,2025-08-09 09:30:00+00:00,2025-08-09T13:30:00Z,2025-08-09 09:41:00+00:00,2025-08-09T13:35:00Z,318,B787-10,Mainline,191,210,88,09:30:00,09:41:00
UA,219,04-08-2025,ORD,HNL,2025-08-04 09:30:00+00:00,2025-08-04T13:30:00Z,2025-08-04 09:30:00+00:00,2025-08-04T13:10:00Z,318,B787-10,Mainline,165,172,155,09:30:00,09:30:00
UA,219,01-08-2025,ORD,HNL,2025-08-01 09:30:00+00:00,2025-08-01T13:30:00Z,2025-08-01 09:50:00+00:00,2025-08-01T13:42:00Z,318,B787-10,Mainline,165,205,155,09:30:00,09:50:00
UA,219,08-08-2025,ORD,HNL,2025-08-08 09:30:00+00:00,2025-08-08T13:30:00Z,2025-08-08 09:23:00+00:00,2025-08-08T13:02:00Z,318,B787-10,Mainline,191,196,88,09:30:00,09:23:00
UA,219,03-08-2025,ORD,HNL,2025-08-03 09:30:00+00:00,2025-08-03T13:30:00Z,2025-08-03 09:25:00+00:00,2025-08-03T13:00:00Z,318,B787-10,Mainline,191,206,88,09:30:00,09:25:00
UA,219,05-08-2025,ORD,HNL,2025-08-05 09:30:00+00:00,2025-08-05T13:30:00Z,2025-08-05 09:26:00+00:00,2025-08-05T13:19:00Z,318,B787-10,Mainline,191,203,88,09:30:00,09:26:00
UA,219,10-08-2025,ORD,HNL,2025-08-10 09:30:00+00:00,2025-08-10T13:30:00Z,2025-08-10 10:02:00+00:00,2025-08-10T14:08:00Z,318,B787-10,Mainline,165,199,155,09:30:00,10:02:00
UA,219,13-08-2025,ORD,HNL,2025-08-13 09:30:00+00:00,2025-08-13T13:30:00Z,2025-08-13 11:01:00+00:00,2025-08-13T14:18:00Z,318,B787-10,Mainline,191,301,88,09:30:00,11:01:00
UA,219,14-08-2025,ORD,HNL,2025-08-14 09:30:00+00:00,2025-08-14T13:30:00Z,2025-08-14 09:41:00+00:00,2025-08-14T13:30:00Z,318,B787-10,Mainline,165,168,155,09:30:00,09:41:00
UA,219,07-08-2025,ORD,HNL,2025-08-07 09:30:00+00:00,2025-08-07T13:30:00Z,2025-08-07 10:06:00+00:00,2025-08-07T13:35:00Z,318,B787-10,Mainline,165,155,155,09:30:00,10:06:00
UA,224,03-08-2025,ORD,BZN,2025-08-03 09:20:00+00:00,2025-08-03T11:47:00Z,2025-08-03 09:48:00+00:00,2025-08-03T11:57:00Z,166,B737-800,Mainline,23,55,51,09:20:00,09:48:00
UA,224,04-08-2025,ORD,BZN,2025-08-04 09:20:00+00:00,2025-08-04T11:47:00Z,2025-08-04 09:14:00+00:00,2025-08-04T11:26:00Z,166,B737-800,Mainline,611,604,51,09:20:00,09:14:00
UA,224,05-08-2025,ORD,BZN,2025-08-05 09:20:00+00:00,2025-08-05T11:47:00Z,2025-08-05 09:13:00+00:00,2025-08-05T11:31:00Z,166,B737-800,Mainline,111,95,51,09:20:00,09:13:00
UA,224,07-08-2025,ORD,BZN,2025-08-07 09:20:00+00:00,2025-08-07T11:47:00Z,2025-08-07 09:44:00+00:00,2025-08-07T11:48:00Z,166,B737-800,Mainline,86,128,51,09:20:00,09:44:00
UA,224,02-08-2025,ORD,BZN,2025-08-02 09:20:00+00:00,2025-08-02T11:47:00Z,2025-08-02 09:14:00+00:00,2025-08-02T11:33:00Z,166,B737-800,Mainline,111,110,51,09:20:00,09:14:00
UA,224,13-08-2025,ORD,BZN,2025-08-13 09:20:00+00:00,2025-08-13T11:47:00Z,2025-08-13 09:34:00+00:00,2025-08-13T11:51:00Z,166,B737-800,Mainline,23,62,51,09:20:00,09:34:00
UA,224,08-08-2025,ORD,BZN,2025-08-08 09:04:00+00:00,2025-08-08T11:31:00Z,2025-08-08 09:28:00+00:00,2025-08-08T11:49:00Z,166,B737-800,Mainline,7,52,51,09:04:00,09:28:00
UA,224,09-08-2025,ORD,BZN,2025-08-09 09:20:00+00:00,2025-08-09T11:47:00Z,2025-08-09 09:06:00+00:00,2025-08-09T11:56:00Z,166,B737-800,Mainline,86,71,51,09:20:00,09:06:00
UA,224,11-08-2025,ORD,BZN,2025-08-11 09:20:00+00:00,2025-08-11T11:47:00Z,2025-08-11 09:13:00+00:00,2025-08-11T11:44:00Z,166,B737-800,Mainline,775,762,51,09:20:00,09:13:00
UA,224,10-08-2025,ORD,BZN,2025-08-10 09:20:00+00:00,2025-08-10T11:47:00Z,2025-08-10 09:24:00+00:00,2025-08-10T11:46:00Z,179,B737-900,Mainline,699,723,56,09:20:00,09:24:00
UA,224,15-08-2025,ORD,BZN,2025-08-15 09:04:00+00:00,2025-08-15T11:31:00Z,2025-08-15 09:01:00+00:00,2025-08-15T11:25:00Z,166,B737-800,Mainline,72,64,51,09:04:00,09:01:00
UA,224,01-08-2025,ORD,BZN,2025-08-01 09:04:00+00:00,2025-08-01T11:31:00Z,2025-08-01 09:10:00+00:00,2025-08-01T11:26:00Z,166,B737-800,Mainline,206,84,60,09:04:00,09:10:00
UA,224,06-08-2025,ORD,BZN,2025-08-06 09:20:00+00:00,2025-08-06T11:47:00Z,2025-08-06 11:08:00+00:00,2025-08-06T13:20:00Z,166,B737-800,Mainline,-9,117,51,09:20:00,11:08:00
UA,224,14-08-2025,ORD,BZN,2025-08-14 09:20:00+00:00,2025-08-14T11:47:00Z,2025-08-14 09:55:00+00:00,2025-08-14T11:58:00Z,166,B737-800,Mainline,-9,50,51,09:20:00,09:55:00
UA,224,12-08-2025,ORD,BZN,2025-08-12 09:20:00+00:00,2025-08-12T11:47:00Z,2025-08-12 09:20:00+00:00,2025-08-12T11:29:00Z,166,B737-800,Mainline,103,70,51,09:20:00,09:20:00
UA,247,15-08-2025,ORD,OMA,2025-08-15 12:45:00+00:00,2025-08-15T14:22:00Z,2025-08-15 12:39:00+00:00,2025-08-15T13:59:00Z,150,A320-200,Mainline,67,73,46,12:45:00,12:39:00
UA,247,08-08-2025,ORD,OMA,2025-08-08 12:45:00+00:00,2025-08-08T14:22:00Z,2025-08-08 12:41:00+00:00,2025-08-08T13:59:00Z,150,A320-200,Mainline,69,78,46,12:45:00,12:41:00
UA,247,10-08-2025,ORD,OMA,2025-08-10 12:45:00+00:00,2025-08-10T14:22:00Z,2025-08-10 12:45:00+00:00,2025-08-10T14:26:00Z,150,A320-200,Mainline,56,99,46,12:45:00,12:45:00
UA,247,03-08-2025,ORD,OMA,2025-08-03 12:45:00+00:00,2025-08-03T14:22:00Z,2025-08-03 12:43:00+00:00,2025-08-03T14:03:00Z,150,A320-200,Mainline,57,78,46,12:45:00,12:43:00
UA,247,14-08-2025,ORD,OMA,2025-08-14 12:45:00+00:00,2025-08-14T14:22:00Z,2025-08-14 12:42:00+00:00,2025-08-14T14:13:00Z,150,A320-200,Mainline,181,185,46,12:45:00,12:42:00
UA,247,12-08-2025,ORD,OMA,2025-08-12 12:45:00+00:00,2025-08-12T14:22:00Z,2025-08-12 20:00:00+00:00,2025-08-12T21:29:00Z,150,A320-200,Mainline,-249,137,46,12:45:00,20:00:00
UA,247,13-08-2025,ORD,OMA,2025-08-13 12:45:00+00:00,2025-08-13T14:22:00Z,2025-08-13 12:38:00+00:00,2025-08-13T14:07:00Z,150,A320-200,Mainline,69,86,46,12:45:00,12:38:00
UA,247,04-08-2025,ORD,OMA,2025-08-04 12:45:00+00:00,2025-08-04T14:22:00Z,2025-08-04 12:44:00+00:00,2025-08-04T14:06:00Z,150,A320-200,Mainline,69,75,46,12:45:00,12:44:00
UA,247,06-08-2025,ORD,OMA,2025-08-06 12:45:00+00:00,2025-08-06T14:22:00Z,2025-08-06 12:38:00+00:00,2025-08-06T13:58:00Z,150,A320-200,Mainline,69,96,46,12:45:00,12:38:00
UA,247,07-08-2025,ORD,OMA,2025-08-07 12:45:00+00:00,2025-08-07T14:22:00Z,2025-08-07 12:40:00+00:00,2025-08-07T14:11:00Z,150,A320-200,Mainline,469,310,52,12:45:00,12:40:00
UA,247,01-08-2025,ORD,OMA,2025-08-01 12:45:00+00:00,2025-08-01T14:22:00Z,2025-08-01 12:41:00+00:00,2025-08-01T14:10:00Z,150,A320-200,Mainline,3910,3892,110,12:45:00,12:41:00
UA,247,05-08-2025,ORD,OMA,2025-08-05 12:45:00+00:00,2025-08-05T14:22:00Z,2025-08-05 12:39:00+00:00,2025-08-05T14:15:00Z,150,A320-200,Mainline,69,82,46,12:45:00,12:39:00
UA,247,11-08-2025,ORD,OMA,2025-08-11 12:45:00+00:00,2025-08-11T14:22:00Z,2025-08-11 12:45:00+00:00,2025-08-11T14:23:00Z,150,A320-200,Mainline,69,88,46,12:45:00,12:45:00
UA,265,14-08-2025,ORD,YYZ,2025-08-14 17:55:00+00:00,2025-08-14T20:44:00Z,2025-08-14 18:27:00+00:00,2025-08-14T20:50:00Z,126,A319-100,Mainline,49,67,52,17:55:00,18:27:00
UA,265,02-08-2025,ORD,YYZ,2025-08-02 17:55:00+00:00,2025-08-02T20:44:00Z,2025-08-02 18:30:00+00:00,2025-08-02T21:12:00Z,126,A319-100,Mainline,49,64,52,17:55:00,18:30:00
UA,265,09-08-2025,ORD,YYZ,2025-08-09 17:55:00+00:00,2025-08-09T20:44:00Z,2025-08-09 18:35:00+00:00,2025-08-09T21:29:00Z,126,A319-100,Mainline,187,232,52,17:55:00,18:35:00
UA,265,06-08-2025,ORD,YYZ,2025-08-06 17:55:00+00:00,2025-08-06T20:44:00Z,2025-08-06 20:37:00+00:00,2025-08-06T23:25:00Z,126,A319-100,Mainline,65,250,52,17:55:00,20:37:00
UA,265,07-08-2025,ORD,YYZ,2025-08-07 17:55:00+00:00,2025-08-07T20:44:00Z,2025-08-07 18:44:00+00:00,2025-08-07T21:26:00Z,126,A319-100,Mainline,49,55,52,17:55:00,18:44:00
UA,265,08-08-2025,ORD,YYZ,2025-08-08 17:55:00+00:00,2025-08-08T20:44:00Z,2025-08-08 18:00:00+00:00,2025-08-08T20:43:00Z,126,A319-100,Mainline,69,109,52,17:55:00,18:00:00
UA,265,10-08-2025,ORD,YYZ,2025-08-10 17:55:00+00:00,2025-08-10T20:44:00Z,2025-08-10 18:08:00+00:00,2025-08-10T20:45:00Z,126,A319-100,Mainline,68,59,52,17:55:00,18:08:00
UA,265,12-08-2025,ORD,YYZ,2025-08-12 17:55:00+00:00,2025-08-12T20:44:00Z,2025-08-12 21:16:00+00:00,2025-08-12T23:50:00Z,126,A319-100,Mainline,68,95,52,17:55:00,21:16:00
UA,265,04-08-2025,ORD,YYZ,2025-08-04 17:55:00+00:00,2025-08-04T20:44:00Z,2025-08-04 18:03:00+00:00,2025-08-04T20:37:00Z,126,A319-100,Mainline,68,92,52,17:55:00,18:03:00
UA,265,03-08-2025,ORD,YYZ,2025-08-03 17:55:00+00:00,2025-08-03T20:44:00Z,2025-08-03 18:17:00+00:00,2025-08-03T20:54:00Z,126,A319-100,Mainline,65,57,52,17:55:00,18:17:00
UA,265,15-08-2025,ORD,YYZ,2025-08-15 17:55:00+00:00,2025-08-15T20:44:00Z,2025-08-15 17:59:00+00:00,2025-08-15T20:37:00Z,126,A319-100,Mainline,69,90,52,17:55:00,17:59:00
UA,265,01-08-2025,ORD,YYZ,2025-08-01 17:55:00+00:00,2025-08-01T20:44:00Z,2025-08-01 17:57:00+00:00,2025-08-01T20:28:00Z,126,A319-100,Mainline,69,72,52,17:55:00,17:57:00
UA,265,05-08-2025,ORD,YYZ,2025-08-05 17:55:00+00:00,2025-08-05T20:44:00Z,2025-08-05 17:54:00+00:00,2025-08-05T20:20:00Z,126,A319-100,Mainline,181,201,52,17:55:00,17:54:00
UA,265,13-08-2025,ORD,YYZ,2025-08-13 17:55:00+00:00,2025-08-13T20:44:00Z,2025-08-13 17:51:00+00:00,2025-08-13T20:28:00Z,126,A319-100,Mainline,68,87,52,17:55:00,17:51:00
UA,265,11-08-2025,ORD,YYZ,2025-08-11 17:55:00+00:00,2025-08-11T20:44:00Z,2025-08-11 18:15:00+00:00,2025-08-11T21:10:00Z,126,A319-100,Mainline,65,71,52,17:55:00,18:15:00
UA,275,14-08-2025,ORD,RAP,2025-08-14 08:45:00+00:00,2025-08-14T10:20:00Z,2025-08-14 08:44:00+00:00,2025-08-14T09:58:00Z,150,A320-200,Mainline,57,61,46,08:45:00,08:44:00
UA,275,03-08-2025,ORD,RAP,2025-08-03 08:45:00+00:00,2025-08-03T10:20:00Z,2025-08-03 08:44:00+00:00,2025-08-03T09:54:00Z,150,A320-200,Mainline,749,735,46,08:45:00,08:44:00
UA,275,10-08-2025,ORD,RAP,2025-08-10 08:50:00+00:00,2025-08-10T10:25:00Z,2025-08-10 08:58:00+00:00,2025-08-10T10:37:00Z,150,A320-200,Mainline,57,55,46,08:50:00,08:58:00
UA,275,02-08-2025,ORD,RAP,2025-08-02 08:45:00+00:00,2025-08-02T10:20:00Z,2025-08-02 08:59:00+00:00,2025-08-02T10:27:00Z,150,A320-200,Mainline,59,75,46,08:45:00,08:59:00
UA,275,08-08-2025,ORD,RAP,2025-08-08 08:45:00+00:00,2025-08-08T10:20:00Z,2025-08-08 08:43:00+00:00,2025-08-08T10:05:00Z,150,A320-200,Mainline,48,64,46,08:45:00,08:43:00
UA,275,01-08-2025,ORD,RAP,2025-08-01 08:45:00+00:00,2025-08-01T10:20:00Z,2025-08-01 08:41:00+00:00,2025-08-01T09:55:00Z,150,A320-200,Mainline,57,48,46,08:45:00,08:41:00
UA,275,04-08-2025,ORD,RAP,2025-08-04 08:45:00+00:00,2025-08-04T10:20:00Z,2025-08-04 08:53:00+00:00,2025-08-04T10:19:00Z,150,A320-200,Mainline,64,94,46,08:45:00,08:53:00
UA,275,09-08-2025,ORD,RAP,2025-08-09 08:45:00+00:00,2025-08-09T10:20:00Z,2025-08-09 08:38:00+00:00,2025-08-09T10:32:00Z,150,A320-200,Mainline,64,65,46,08:45:00,08:38:00
UA,275,06-08-2025,ORD,RAP,2025-08-06 08:45:00+00:00,2025-08-06T10:20:00Z,2025-08-06 09:03:00+00:00,2025-08-06T10:28:00Z,150,A320-200,Mainline,84,112,46,08:45:00,09:03:00
UA,275,15-08-2025,ORD,RAP,2025-08-15 08:45:00+00:00,2025-08-15T10:20:00Z,2025-08-15 08:36:00+00:00,2025-08-15T09:47:00Z,150,A320-200,Mainline,64,54,46,08:45:00,08:36:00
UA,275,07-08-2025,ORD,RAP,2025-08-07 08:45:00+00:00,2025-08-07T10:20:00Z,2025-08-07 08:36:00+00:00,2025-08-07T09:40:00Z,150,A320-200,Mainline,64,81,46,08:45:00,08:36:00
UA,275,05-08-2025,ORD,RAP,2025-08-05 08:45:00+00:00,2025-08-05T10:20:00Z,2025-08-05 08:41:00+00:00,2025-08-05T10:02:00Z,150,A320-200,Mainline,64,76,46,08:45:00,08:41:00
UA,275,13-08-2025,ORD,RAP,2025-08-13 08:45:00+00:00,2025-08-13T10:20:00Z,2025-08-13 11:21:00+00:00,2025-08-13T12:25:00Z,150,A320-200,Mainline,1231,1401,46,08:45:00,11:21:00
UA,275,12-08-2025,ORD,RAP,2025-08-12 08:45:00+00:00,2025-08-12T10:20:00Z,2025-08-12 09:09:00+00:00,2025-08-12T10:24:00Z,150,A320-200,Mainline,64,84,46,08:45:00,09:09:00
UA,275,11-08-2025,ORD,RAP,2025-08-11 08:45:00+00:00,2025-08-11T10:20:00Z,2025-08-11 08:47:00+00:00,2025-08-11T10:08:00Z,150,A320-200,Mainline,64,66,46,08:45:00,08:47:00
UA,276,01-08-2025,ORD,IAD,2025-08-01 21:31:00+00:00,2025-08-02T00:30:00Z,2025-08-01 21:43:00+00:00,2025-08-02T00:32:00Z,200,A321-2NX,Mainline,76,83,70,21:31:00,21:43:00
UA,276,11-08-2025,ORD,IAD,2025-08-11 21:31:00+00:00,2025-08-12T00:30:00Z,2025-08-11 21:34:00+00:00,2025-08-12T00:53:00Z,200,A321-2NX,Mainline,72,70,62,21:31:00,21:34:00
UA,276,07-08-2025,ORD,IAD,2025-08-07 21:31:00+00:00,2025-08-08T00:30:00Z,2025-08-07 22:49:00+00:00,2025-08-08T01:34:00Z,200,A321-2NX,Mainline,13,71,62,21:31:00,22:49:00
UA,276,10-08-2025,ORD,IAD,2025-08-10 21:31:00+00:00,2025-08-11T00:30:00Z,2025-08-10 22:14:00+00:00,2025-08-11T01:06:00Z,200,A321-2NX,Mainline,72,103,62,21:31:00,22:14:00
UA,276,03-08-2025,ORD,IAD,2025-08-03 21:31:00+00:00,2025-08-04T00:30:00Z,2025-08-03 21:55:00+00:00,2025-08-04T01:04:00Z,200,A321-2NX,Mainline,72,91,62,21:31:00,21:55:00
UA,276,12-08-2025,ORD,IAD,2025-08-12 21:31:00+00:00,2025-08-13T00:30:00Z,2025-08-12 22:01:00+00:00,2025-08-13T01:14:00Z,200,A321-2NX,Mainline,72,57,62,21:31:00,22:01:00
UA,276,06-08-2025,ORD,IAD,2025-08-06 21:31:00+00:00,2025-08-07T00:30:00Z,2025-08-07 00:46:00+00:00,2025-08-07T03:28:00Z,200,A321-2NX,Mainline,66,235,62,21:31:00,00:46:00
UA,276,13-08-2025,ORD,IAD,2025-08-13 21:31:00+00:00,2025-08-14T00:30:00Z,2025-08-13 22:20:00+00:00,2025-08-14T01:11:00Z,200,A321-2NX,Mainline,-2,55,62,21:31:00,22:20:00
UA,276,08-08-2025,ORD,IAD,2025-08-08 21:31:00+00:00,2025-08-09T00:30:00Z,2025-08-08 21:27:00+00:00,2025-08-09T00:34:00Z,200,A321-2NX,Mainline,72,53,62,21:31:00,21:27:00
UA,276,05-08-2025,ORD,IAD,2025-08-05 21:31:00+00:00,2025-08-06T00:30:00Z,2025-08-05 21:40:00+00:00,2025-08-06T00:25:00Z,200,A321-2NX,Mainline,72,63,62,21:31:00,21:40:00
UA,276,15-08-2025,ORD,IAD,2025-08-15 21:31:00+00:00,2025-08-16T00:30:00Z,2025-08-15 22:44:00+00:00,2025-08-16T01:42:00Z,200,A321-2NX,Mainline,72,51,62,21:31:00,22:44:00
UA,276,14-08-2025,ORD,IAD,2025-08-14 21:31:00+00:00,2025-08-15T00:30:00Z,2025-08-14 21:30:00+00:00,2025-08-15T00:21:00Z,200,A321-2NX,Mainline,72,58,62,21:31:00,21:30:00
UA,276,09-08-2025,ORD,IAD,2025-08-09 21:31:00+00:00,2025-08-10T00:30:00Z,2025-08-09 21:47:00+00:00,2025-08-10T00:45:00Z,200,A321-2NX,Mainline,76,70,70,21:31:00,21:47:00
UA,276,04-08-2025,ORD,IAD,2025-08-04 21:31:00+00:00,2025-08-05T00:30:00Z,2025-08-04 21:31:00+00:00,2025-08-05T00:17:00Z,200,A321-2NX,Mainline,72,65,62,21:31:00,21:31:00
