flight_number,scheduled_departure_date_local,ssr_count,total_passengers,total_seats,avg_load_factor,avg_delay,ground_time,min_turn,ground_buffer,transfer_to_checked_ratio,load_norm,ssr_norm,delay_norm,ground_norm,bag_norm,difficulty_score,difficulty_rank,difficulty_category
219,2025-08-12,6,377,318.0,0.006239655743131413,0.0,191.0,88.0,103.0,1.4664879356568365,0.14665958487204284,0.1875,0.0,0.9876462358229393,0.05041758084426408,0.034889097970384954,197.0,Medium
219,2025-08-13,9,357,318.0,0.006003430531732419,91.0,191.0,88.0,103.0,1.4664879356568365,0.1341391679570959,0.28125,0.1097708082026538,0.9876462358229393,0.05041758084426408,0.12728553666805412,22.0,Easy
219,2025-08-14,3,358,318.0,0.005628930817610063,11.0,165.0,155.0,10.0,1.4664879356568365,0.11428992101359081,0.09375,0.013268998793727383,0.990414669722859,0.05041758084426408,0.035437386607595905,170.0,Easy
219,2025-08-15,5,351,318.0,0.005133830627468188,0.0,191.0,88.0,103.0,1.4664879356568365,0.08804860342291405,0.15625,0.0,0.9876462358229393,0.05041758084426408,0.03037359071253351,221.0,Medium
224,2025-08-01,3,199,166.0,0.012487449799196788,6.0,206.0,60.0,146.0,1.5575,0.4778053839059167,0.09375,0.007237635705669481,0.9863662072455571,0.05380720455259165,0.04107903281280653,144.0,Easy
224,2025-08-02,2,240,166.0,0.012794540995841774,0.0,111.0,51.0,60.0,1.5575,0.49408184224892965,0.0625,0.0,0.9889262644003215,0.05380720455259165,0.033091944586173476,224.0,Medium
224,2025-08-03,5,254,166.0,0.01530120481927711,28.0,23.0,51.0,-28.0,1.5575,0.6269401258722455,0.15625,0.033775633293124246,0.9915458577679874,0.05380720455259165,0.07133053945615345,41.0,Easy
224,2025-08-04,0,169,166.0,0.009089931153184166,0.0,611.0,51.0,560.0,1.5575,0.2977299818247437,0.0,0.0,0.9740422111749472,0.05380720455259165,0.021778057357287356,499.0,Difficult
224,2025-08-05,4,197,166.0,0.011195726301432144,0.0,111.0,51.0,60.0,1.5575,0.40934140990811124,0.125,0.0,0.9889262644003215,0.05380720455259165,0.03660594719488696,151.0,Easy
224,2025-08-06,1,222,166.0,0.010961880308117717,108.0,-9.0,51.0,-60.0,1.5575,0.3969470963932796,0.03125,0.13027744270205066,0.9924984371744113,0.05380720455259165,0.1272397656812287,78.0,Easy
224,2025-08-07,4,190,166.0,0.009230470268169453,24.0,86.0,51.0,35.0,1.5575,0.3051788409115979,0.125,0.028950542822677925,0.9896704670615902,0.05380720455259165,0.055919172042599274,107.0,Easy
224,2025-08-08,1,212,166.0,0.010732003644831428,24.0,7.0,51.0,-44.0,1.5575,0.38476316544739975,0.03125,0.028950542822677925,0.9920221474711993,0.05380720455259165,0.04936905245070303,64.0,Easy
224,2025-08-09,0,250,166.0,0.014764942121426886,0.0,86.0,51.0,35.0,1.5575,0.5985171116086306,0.0,0.0,0.9896704670615902,0.05380720455259165,0.030122010307239242,274.0,Medium
224,2025-08-10,7,212,179.0,0.009869646182495345,4.0,699.0,56.0,643.0,1.5575,0.3390564650735489,0.21875,0.0048250904704463205,0.9715714583395351,0.05380720455259165,0.04697994406972293,150.0,Easy
224,2025-08-11,2,207,166.0,0.01093849080532657,0.0,775.0,51.0,724.0,1.5575,0.39570740514845365,0.0625,0.0,0.9691602417170244,0.05380720455259165,0.030243588689535778,211.0,Medium
224,2025-08-12,2,202,166.0,0.011163921742013928,0.0,103.0,51.0,52.0,1.5575,0.40765570353767777,0.0625,0.0,0.9891644092519275,0.05380720455259165,0.030732980016993032,240.0,Medium
224,2025-08-13,2,200,166.0,0.011697274535033338,14.0,23.0,51.0,-28.0,1.5575,0.43592448692369545,0.0625,0.016887816646562123,0.9915458577679874,0.05380720455259165,0.04444693770309058,125.0,Easy
224,2025-08-14,2,218,166.0,0.010506024096385543,35.0,-9.0,51.0,-60.0,1.5575,0.3727857895185662,0.0625,0.04221954161640531,0.9924984371744113,0.05380720455259165,0.06211343905335657,70.0,Easy
224,2025-08-15,0,215,166.0,0.011564113597246128,0.0,72.0,51.0,21.0,1.5575,0.4288666862426955,0.0,0.0,0.9900872205519007,0.05380720455259165,0.025491061126124294,412.0,Difficult
247,2025-08-01,3,147,150.0,0.009514563106796117,0.0,3910.0,110.0,3800.0,3.04,0.320236339478712,0.09375,0.0,0.8775935462745215,0.10902095213498117,0.03620767893797897,170.0,Easy
247,2025-08-03,2,158,150.0,0.008777777777777778,0.0,57.0,46.0,11.0,3.04,0.28118521770600347,0.0625,0.0,0.9903849016164081,0.10902095213498117,0.03314554326698571,191.0,Medium
247,2025-08-04,2,164,150.0,0.010412698412698413,0.0,69.0,46.0,23.0,3.04,0.36783933836834704,0.0625,0.0,0.9900276843389992,0.10902095213498117,0.03550976539068687,138.0,Easy
247,2025-08-05,4,123,150.0,0.009010989010989012,0.0,69.0,46.0,23.0,3.04,0.2935458876436492,0.125,0.0,0.9900276843389992,0.10902095213498117,0.03930914846292679,126.0,Easy
247,2025-08-06,4,164,150.0,0.010314465408805033,0.0,69.0,46.0,23.0,3.04,0.3626327892609559,0.125,0.0,0.9900276843389992,0.10902095213498117,0.04119639711824448,136.0,Easy
247,2025-08-07,3,192,150.0,0.01094017094017094,0.0,469.0,52.0,417.0,3.04,0.39579645571422634,0.09375,0.0,0.9782990503974042,0.10902095213498117,0.03909233218582168,166.0,Easy
247,2025-08-08,4,166,150.0,0.01015290519877676,0.0,69.0,46.0,23.0,3.04,0.35406976935956275,0.125,0.0,0.9900276843389992,0.10902095213498117,0.040962480884978135,105.0,Easy
247,2025-08-10,8,171,150.0,0.010000000000000002,0.0,56.0,46.0,10.0,3.04,0.345965482667173,0.25,0.0,0.990414669722859,0.10902095213498117,0.05240196746473401,124.0,Easy
247,2025-08-11,5,166,150.0,0.009146005509641874,0.0,69.0,46.0,23.0,3.04,0.3007020368265361,0.15625,0.0,0.9900276843389992,0.10902095213498117,0.04241906275408285,93.0,Easy
247,2025-08-12,5,123,150.0,0.009534883720930233,435.0,-249.0,46.0,-295.0,3.04,0.3213133733796243,0.15625,0.5247285886610374,0.9994939421903373,0.10902095213498117,0.4445746122634675,5.0,Easy
247,2025-08-13,1,114,150.0,0.008837209302325582,0.0,69.0,46.0,23.0,3.04,0.2843352094483013,0.03125,0.0,0.9900276843389992,0.10902095213498117,0.030314251387832634,247.0,Medium
247,2025-08-14,5,141,150.0,0.01032967032967033,0.0,181.0,46.0,135.0,3.04,0.3634386810083475,0.15625,0.0,0.9866936564165153,0.10902095213498117,0.04410567470569014,118.0,Easy
247,2025-08-15,0,162,150.0,0.009729729729729731,0.0,67.0,46.0,21.0,3.04,0.3316406083514352,0.0,0.0,0.9900872205519007,0.10902095213498117,0.02869254971331335,290.0,Medium
265,2025-08-01,4,124,126.0,0.009648303765950824,2.0,69.0,52.0,17.0,0.912751677852349,0.3273248665719038,0.125,0.0024125452352231603,0.9902062929777037,0.029794407848895484,0.033674550915375884,207.0,Medium
265,2025-08-02,5,146,126.0,0.011945671739486172,35.0,49.0,52.0,-3.0,0.912751677852349,0.449090044240115,0.15625,0.04221954161640531,0.9908016551067187,0.029794407848895484,0.07037988124031154,50.0,Easy
265,2025-08-03,0,116,126.0,0.01211361737677527,22.0,65.0,52.0,13.0,0.912751677852349,0.45799150478047346,0.0,0.026537997587454766,0.9903253654035067,0.029794407848895484,0.04404770375020653,101.0,Easy
265,2025-08-04,5,131,126.0,0.009538371923693023,8.0,68.0,52.0,16.0,0.912751677852349,0.321498255224434,0.15625,0.009650180940892641,0.9902360610841544,0.029794407848895484,0.041968200474285344,100.0,Easy
265,2025-08-05,1,141,126.0,0.013321995464852607,0.0,181.0,52.0,129.0,0.912751677852349,0.5220380024595909,0.03125,0.0,0.9868722650552199,0.029794407848895484,0.028377031613337655,291.0,Medium
265,2025-08-06,1,115,126.0,0.010612772240679217,162.0,65.0,52.0,13.0,0.912751677852349,0.37844365839521316,0.03125,0.195416164053076,0.9903253654035067,0.029794407848895484,0.1740124620154486,40.0,Easy
265,2025-08-07,1,135,126.0,0.00974025974025974,49.0,49.0,52.0,-3.0,0.912751677852349,0.3321987203377626,0.03125,0.05910735826296743,0.9908016551067187,0.029794407848895484,0.0684513735595137,75.0,Easy
265,2025-08-08,0,122,126.0,0.010524499654934436,5.0,69.0,52.0,17.0,0.912751677852349,0.37376503171883224,0.0,0.006031363088057901,0.9902062929777037,0.029794407848895484,0.026054511322470643,300.0,Medium
265,2025-08-09,2,129,126.0,0.012959614225437009,40.0,187.0,52.0,135.0,0.912751677852349,0.5028310593362549,0.0625,0.04825090470446321,0.9866936564165153,0.029794407848895484,0.06768628335454822,65.0,Easy
265,2025-08-10,2,125,126.0,0.010123096857790734,13.0,68.0,52.0,16.0,0.912751677852349,0.3524898666282766,0.0625,0.015681544028950542,0.9902360610841544,0.029794407848895484,0.03868662962894517,184.0,Medium
265,2025-08-11,7,127,126.0,0.009599395313681027,20.0,65.0,52.0,13.0,0.912751677852349,0.32473261907445805,0.21875,0.024125452352231604,0.9903253654035067,0.029794407848895484,0.058962426732408174,41.0,Easy
265,2025-08-12,6,143,126.0,0.011236837969511236,201.0,68.0,52.0,16.0,0.912751677852349,0.4115204119772415,0.1875,0.24246079613992763,0.9902360610841544,0.029794407848895484,0.2254853709833192,34.0,Easy
265,2025-08-13,1,143,126.0,0.011349206349206348,0.0,68.0,52.0,16.0,0.912751677852349,0.41747616476716515,0.03125,0.0,0.9902360610841544,0.029794407848895484,0.025548122341338422,398.0,Difficult
265,2025-08-14,3,134,126.0,0.010529624391010529,32.0,49.0,52.0,-3.0,0.912751677852349,0.37403665315954027,0.09375,0.038600723763570564,0.9908016551067187,0.029794407848895484,0.059731715122518,75.0,Easy
265,2025-08-15,2,109,126.0,0.00983044733044733,4.0,69.0,52.0,17.0,0.912751677852349,0.3369788461465856,0.0625,0.0048250904704463205,0.9902062929777037,0.029794407848895484,0.029955457462791255,225.0,Medium
275,2025-08-01,2,153,150.0,0.009357798165137614,0.0,57.0,46.0,11.0,4.504065040650406,0.3119274785591355,0.0625,0.0,0.9903849016164081,0.1635481140902408,0.039769908980937047,149.0,Easy
275,2025-08-02,3,166,150.0,0.012161172161172162,14.0,59.0,46.0,13.0,4.504065040650406,0.4605120051259841,0.09375,0.016887816646562123,0.9903253654035067,0.1635481140902408,0.05966507467419249,64.0,Easy
275,2025-08-03,4,171,150.0,0.010857142857142859,0.0,749.0,46.0,703.0,4.504065040650406,0.3913957983542269,0.125,0.0,0.9697853719524901,0.1635481140902408,0.04760175573751413,85.0,Easy
275,2025-08-04,0,165,150.0,0.010091743119266056,8.0,64.0,46.0,18.0,4.504065040650406,0.3508280546826068,0.0,0.009650180940892641,0.990176524871253,0.1635481140902408,0.042386190753066766,99.0,Easy
275,2025-08-05,2,150,150.0,0.009523809523809525,0.0,64.0,46.0,18.0,4.504065040650406,0.32072641839658744,0.0625,0.0,0.990176524871253,0.1635481140902408,0.040008571935168755,120.0,Easy
275,2025-08-06,1,163,150.0,0.012490421455938698,18.0,84.0,46.0,38.0,4.504065040650406,0.47796288776046497,0.03125,0.021712907117008445,0.989581162742238,0.1635481140902408,0.057998953160793565,97.0,Easy
275,2025-08-07,2,159,150.0,0.010495049504950496,0.0,64.0,46.0,18.0,4.504065040650406,0.3722041138395638,0.0625,0.0,0.990176524871253,0.1635481140902408,0.041414789455846715,152.0,Easy
275,2025-08-08,2,174,150.0,0.01195876288659794,0.0,48.0,46.0,2.0,4.504065040650406,0.44978390167710725,0.0625,0.0,0.990652814574465,0.1635481140902408,0.043537919437903236,86.0,Easy
275,2025-08-09,3,199,150.0,0.013819444444444445,0.0,64.0,46.0,18.0,4.504065040650406,0.5484038106708276,0.09375,0.0,0.990176524871253,0.1635481140902408,0.04914247065391546,114.0,Easy
275,2025-08-10,4,187,150.0,0.012721088435374152,8.0,57.0,46.0,11.0,4.504065040650406,0.49018870707051876,0.125,0.009650180940892641,0.9903849016164081,0.1635481140902408,0.057852525487177286,109.0,Easy
275,2025-08-11,1,180,150.0,0.012121212121212121,2.0,64.0,46.0,18.0,4.504065040650406,0.45839404169069015,0.03125,0.0024125452352231603,0.990176524871253,0.1635481140902408,0.04270086003757245,92.0,Easy
275,2025-08-12,4,131,150.0,0.011963470319634704,24.0,64.0,46.0,18.0,4.504065040650406,0.4500334052075324,0.125,0.028950542822677925,0.990176524871253,0.1635481140902408,0.07152228579785705,104.0,Easy
275,2025-08-13,6,163,150.0,0.013415637860082305,156.0,1231.0,46.0,1185.0,4.504065040650406,0.5270012399660641,0.1875,0.1881785283474065,0.9554371446432293,0.1635481140902408,0.2010097598439656,7.0,Easy
275,2025-08-14,0,170,150.0,0.012186379928315411,0.0,57.0,46.0,11.0,4.504065040650406,0.4618480680815816,0.0,0.0,0.9903849016164081,0.1635481140902408,0.038036434390049834,148.0,Easy
275,2025-08-15,2,151,150.0,0.011185185185185187,0.0,64.0,46.0,18.0,4.504065040650406,0.4087827092961858,0.0625,0.0,0.990176524871253,0.1635481140902408,0.04241400788181281,118.0,Easy
276,2025-08-01,0,156,200.0,0.007358490566037736,12.0,76.0,70.0,6.0,2.6755555555555555,0.2059601072793967,0.0,0.014475271411338963,0.990533742148662,0.09544770183929163,0.03489932251381204,183.0,Medium
276,2025-08-02,5,200,200.0,0.008264462809917356,13.0,72.0,62.0,10.0,2.6755555555555555,0.2539784798297497,0.15625,0.015681544028950542,0.990414669722859,0.09544770183929163,0.05170524314625919,93.0,Easy
276,2025-08-03,0,213,200.0,0.0070999999999999995,24.0,72.0,62.0,10.0,2.6755555555555555,0.19225958125930712,0.0,0.028950542822677925,0.990414669722859,0.09544770183929163,0.04560038088059092,93.0,Easy
276,2025-08-04,3,205,200.0,0.00632716049382716,0.0,72.0,62.0,10.0,2.6755555555555555,0.151297514728305,0.09375,0.0,0.990414669722859,0.09544770183929163,0.03107213536682625,204.0,Medium
276,2025-08-05,3,101,200.0,0.006917808219178082,9.0,72.0,62.0,10.0,2.6755555555555555,0.18260304612125983,0.09375,0.010856453558504222,0.990414669722859,0.09544770183929163,0.0402345240322238,119.0,Easy
276,2025-08-06,0,167,200.0,0.008789473684210528,195.0,66.0,62.0,4.0,2.6755555555555555,0.28180512454773715,0.0,0.23522316043425814,0.9905932783615634,0.09544770183929163,0.20588503276073986,29.0,Easy
276,2025-08-07,3,191,200.0,0.006920289855072464,78.0,13.0,62.0,-49.0,2.6755555555555555,0.18273457787371228,0.09375,0.09408926417370325,0.992170988003453,0.09544770183929163,0.10394107380940809,32.0,Easy
276,2025-08-08,0,122,200.0,0.006161616161616161,0.0,72.0,62.0,10.0,2.6755555555555555,0.14252332824366545,0.0,0.0,0.990414669722859,0.09544770183929163,0.022089161946937455,515.0,Difficult
276,2025-08-09,1,178,200.0,0.008240740740740741,16.0,76.0,70.0,6.0,2.6755555555555555,0.252721161889732,0.03125,0.019300361881785282,0.990533742148662,0.09544770183929163,0.042783220424374976,141.0,Easy
276,2025-08-10,4,223,200.0,0.0070569620253164555,43.0,72.0,62.0,10.0,2.6755555555555555,0.18997848102016815,0.125,0.05186972255729795,0.990414669722859,0.09544770183929163,0.0747332395138659,78.0,Easy
276,2025-08-11,4,265,200.0,0.009464285714285713,3.0,72.0,62.0,10.0,2.6755555555555555,0.3175715353627641,0.125,0.0036188178528347406,0.990414669722859,0.09544770183929163,0.04129774816984522,96.0,Easy
276,2025-08-12,3,162,200.0,0.006806722689075631,30.0,72.0,62.0,10.0,2.6755555555555555,0.1767152869703054,0.09375,0.03618817852834741,0.990414669722859,0.09544770183929163,0.05945718885037387,119.0,Easy
276,2025-08-13,4,201,200.0,0.007976190476190477,49.0,-2.0,62.0,-64.0,2.6755555555555555,0.2386994595171845,0.125,0.05910735826296743,0.9926175096002143,0.09544770183929163,0.08162024417117524,47.0,Easy
276,2025-08-14,4,158,200.0,0.005766423357664234,0.0,72.0,62.0,10.0,2.6755555555555555,0.12157730542941268,0.125,0.0,0.990414669722859,0.09544770183929163,0.03317469723185589,203.0,Medium
276,2025-08-15,1,153,200.0,0.006769911504424779,73.0,72.0,62.0,10.0,2.6755555555555555,0.17476421927421898,0.03125,0.08805790108564536,0.990414669722859,0.09544770183929163,0.09326505794392331,34.0,Easy
286,2025-08-01,0,165,166.0,0.007362784471218207,0.0,748.0,51.0,697.0,2.5042372881355934,0.20618769299192224,0.0,0.0,0.9699639805911946,0.08906718003586628,0.02298476007410905,435.0,Difficult
286,2025-08-02,1,112,179.0,0.007538534024365619,0.0,1249.0,56.0,1193.0,2.5042372881355934,0.21550277695349215,0.03125,0.0,0.9551989997916233,0.08906718003586628,0.02603334099376643,356.0,Medium
286,2025-08-03,1,152,166.0,0.01006222692969681,52.0,0.0,51.0,-51.0,2.5042372881355934,0.34926363657092874,0.03125,0.06272617611580217,0.9922305242163546,0.08906718003586628,0.07798627295227178,30.0,Easy
286,2025-08-04,1,181,179.0,0.006786397210453302,0.0,713.0,119.0,594.0,2.5042372881355934,0.17563799524161872,0.03125,0.0,0.9730300955556217,0.08906718003586628,0.025089646314072386,361.0,Medium
286,2025-08-05,6,180,179.0,0.007980845969672785,0.0,501.0,56.0,445.0,2.5042372881355934,0.23894621014552817,0.1875,0.0,0.9774655434167833,0.08906718003586628,0.041427327569137036,108.0,Easy
286,2025-08-06,3,124,179.0,0.005971874397996533,0.0,501.0,56.0,445.0,2.5042372881355934,0.13246662865336434,0.09375,0.0,0.9774655434167833,0.08906718003586628,0.02977533337933949,232.0,Medium
286,2025-08-07,2,198,179.0,0.007374301675977654,0.0,501.0,56.0,445.0,2.5042372881355934,0.20679812828131874,0.0625,0.0,0.9774655434167833,0.08906718003586628,0.028891419271186804,268.0,Medium
286,2025-08-08,3,156,150.0,0.00859504132231405,0.0,690.0,54.0,636.0,2.5042372881355934,0.2714998137035446,0.09375,0.0,0.9717798350846902,0.08906718003586628,0.03352697775916143,172.0,Easy
286,2025-08-09,2,130,179.0,0.007487185394229108,0.0,457.0,56.0,401.0,2.5042372881355934,0.21278119506342605,0.0625,0.0,0.9787753401006162,0.08906718003586628,0.029065531436061366,282.0,Medium
286,2025-08-10,1,144,166.0,0.00963855421686747,0.0,865.0,51.0,814.0,2.5042372881355934,0.32680812063046344,0.03125,0.0,0.966481112136457,0.08906718003586628,0.029165801604621296,274.0,Medium
